iteration	method	agents	neighbour	tax_rate	gini_coefficient	dd	ds	pa	tr	cy
1	winner_loser	10	10	0.3	0.55	14	20	16	13	0
5	winner_loser	10	10	0.3	0.32	11	14	18	10	1
10	winner_loser	10	10	0.3	0.46	16	7	17	9	0
20	winner_loser	10	10	0.3	0.35	13	17	7	13	1
1	winner_loser	20	20	0.3	0.25	39	70	70	28	6
5	winner_loser	20	20	0.3	0.37	88	75	93	29	7
10	winner_loser	20	20	0.3	0.39	97	64	80	30	3
20	winner_loser	20	20	0.3	0.38	47	44	66	17	1
1	winner_loser	50	20	0.3	0.27	196	267	268	64	9
5	winner_loser	50	20	0.3	0.24	218	227	274	51	12
10	winner_loser	50	20	0.3	0.32	286	292	279	71	7
20	winner_loser	50	20	0.3	0.31	276	250	308	77	6
1	winner_loser	100	20	0.3	0.27	478	425	535	114	14
5	winner_loser	100	20	0.3	0.31	523	500	496	113	11
10	winner_loser	100	20	0.3	0.28	473	493	564	138	15
20	winner_loser	100	20	0.3	0.27	479	530	503	163	10
1	winner_loser	200	20	0.3	0.26	857	846	1159	234	35
5	winner_loser	200	20	0.3	0.26	921	896	1191	288	47
10	winner_loser	200	20	0.3	0.27	887	1019	1194	287	24
20	winner_loser	200	20	0.3	0.27	985	1042	1163	331	39
1	null	10	10	0.3	0.41	10	11	14	6	0
5	null	10	10	0.3	0.41	5	4	15	3	2
10	null	10	10	0.3	0.46	9	5	11	1	0
20	null	10	10	0.3	0.32	5	5	10	4	0
1	null	20	20	0.3	0.23	49	48	75	10	2
5	null	20	20	0.3	0.31	85	72	112	51	4
10	null	20	20	0.3	0.29	39	52	98	24	6
20	null	20	20	0.3	0.28	32	39	87	13	1
1	null	50	20	0.3	0.31	115	120	282	30	13
5	null	50	20	0.3	0.36	135	166	288	39	13
10	null	50	20	0.3	0.3	175	166	276	31	12
20	null	50	20	0.3	0.36	148	129	286	47	10
1	null	100	20	0.3	0.21	311	280	573	60	36
5	null	100	20	0.3	0.24	309	334	597	67	23
10	null	100	20	0.3	0.23	317	316	644	86	32
20	null	100	20	0.3	0.19	300	264	575	68	19
1	null	200	20	0.3	0.22	633	595	1227	136	56
5	null	200	20	0.3	0.19	633	664	1285	179	60
10	null	200	20	0.3	0.23	607	561	1212	157	48
20	null	200	20	0.3	0.25	644	613	1180	154	48
